portal	name
Suivis2,Suillus viscidus,S02,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Suillaceae;genus:Suillus
Tubmel1,Tuber melosporum,Tmelo,phylum:Ascomycota;subphylum:Pezizomycotina;class:Pezizomycetes;;family:Tuberaceae;genus:Tuber
Tubmes1,Tuber mesentericum,Tmes4,phylum:Ascomycota;subphylum:Pezizomycotina;class:Pezizomycetes;;family:Tuberaceae;genus:Tuber
LedB17_3,Lentinula edodes,B17,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Omphalotaceae;genus:Lentinula
Lened1,Lentinula edodes,NBRC_111202,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Omphalotaceae;genus:Lentinula
Phchr3_2,Phanerochaete chrysosporium,RP-78,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Phanerochaetaceae;genus:Phanerochaete
MoeAD073_1,Linnemannia elongata,AD073,phylum:Mucoromycota;subphylum:Mortierellomycotina;class:Mortierellomycetes;;family:Mortierellaceae;genus:Linnemannia
Moramoe1,Mortierella alpina,KOD1005,phylum:Mucoromycota;subphylum:Mortierellomycotina;class:Mortierellomycetes;;family:Mortierellaceae;genus:Mortierella
Xylber1,Xylaria berteri,95101511,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Xylariomycetidae;family:Xylariaceae;genus:Xylaria
Xylcur1,Xylaria curta,92092022,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Xylariomycetidae;family:Xylariaceae;genus:Xylaria
Roscor1,Rosellinia corticium,1501,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Xylariomycetidae;family:Xylariaceae;genus:Rosellinia
Antleu1,Anthostomella leucospermi,CBS110126,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Xylariomycetidae;;genus:Anthostomelloides
Anttom1,Anthostomella tomicoides,1013,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Xylariomycetidae;family:Xylariaceae;genus:Anthostomella
LnoICMP18003A_1,Lentinula novae-zelandiae,ICMP_18003,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Omphalotaceae;genus:Lentinula
Tripara1,Trichocoma paradoxa,CBS_103.73,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Trichocomaceae;genus:Trichocoma
Metgru1,Metschnikowia gruessii,VY0332,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Metschnikowiaceae;genus:Metschnikowia
